votesA,votesB,area,perimeter,pp_compactness,imp_flag,eg,win_count_a,win_count_b,total_votes,state_votes_a,state_votes_b,P_a,P_b,p_a,p_b,pOverP_a,pOverP_b,iteration,district,n,L,K,proportion_a,left_side,right_side,refined_left_side,refined_right_side
58,73,32.75,49,0.16739691795085382,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,45,0.21088395061728396,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,36,0.3295061728395062,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2036,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,46,0.2018147448015123,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2037,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
58,78,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2035,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
57,79,34.0,38,0.2957340720221607,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2039,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2038,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,1,2040,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
55,66,30.25,51,0.14486735870818918,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2026,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2029,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2028,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,44,0.22057851239669424,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,39,0.2807626561472715,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,36,0.3295061728395062,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2036,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2037,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2035,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
57,79,34.0,39,0.2807626561472715,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2039,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2040,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,2,2038,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
54,68,30.5,49,0.15693461057892547,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2026,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2029,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2028,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,38,0.2957340720221607,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,35,0.34860408163265305,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2036,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
57,78,33.75,43,0.22416441319632235,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2037,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2035,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
55,81,34.0,38,0.2957340720221607,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2039,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2040,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,3,2038,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
55,66,30.25,49,0.15693461057892547,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2026,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,39,0.2807626561472715,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2029,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2028,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
58,78,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,38,0.2957340720221607,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,36,0.3295061728395062,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
64,72,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,35,0.34860408163265305,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2036,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
55,81,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2037,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2035,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
56,80,34.0,39,0.2807626561472715,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2039,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2040,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,4,2038,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
58,72,32.5,48,0.17444444444444446,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2026,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2029,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2028,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
58,77,33.75,38,0.28703601108033244,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,35,0.34860408163265305,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,35,0.34860408163265305,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,36,0.3295061728395062,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2036,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
53,75,32.0,41,0.2390957763236169,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2037,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,42,0.24208616780045353,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2035,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
56,80,34.0,39,0.2807626561472715,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2039,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2040,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,43,0.23095727420227152,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,5,2038,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
58,76,33.5,45,0.2046814814814815,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2026,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2029,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,40,0.2669,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2028,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
58,71,32.25,36,0.3101234567901235,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,37,0.3119357195032871,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,40,0.2669,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,35,0.34860408163265305,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,77,34.0,41,0.25403926234384294,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,37,0.3119357195032871,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,36,0.3295061728395062,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2036,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
57,76,33.25,42,0.23496598639455785,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2037,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,43,0.23095727420227152,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2035,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
55,81,34.0,40,0.2669,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2039,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,74,33.25,42,0.23496598639455785,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2040,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,42,0.24208616780045353,1,0.38962962962962966,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,6,2038,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
59,73,33.0,43,0.22416441319632235,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2026,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
61,75,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2029,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,41,0.25403926234384294,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2028,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
55,76,32.75,36,0.3101234567901235,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2027,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
63,73,34.0,36,0.3295061728395062,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2030,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2031,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
62,74,34.0,35,0.34860408163265305,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2033,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,40,0.2669,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2032,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
60,76,34.0,37,0.3119357195032871,1,0.3891358024691358,0,15,2025,900,1125,0.4444444444444444,0.5555555555555556,0.0,1.0,0,0.5555555555555556,7,2034,15,9,15,0.5,1.25,-0.9776846466740176,1.25,0.14325360238457255
